url,title,publisher,time
https://baomoi.com/hon-103-000-thi-sinh-tu-choi-co-hoi-vao-dai-hoc/c/43879612.epi,Hơn 103.000 thí sinh từ chối cơ hội vào đại học,Tạp chí Tri Thức Trực Tuyến,2022-10-01T11:56:54+07:00
https://baomoi.com/thi-sinh-co-ielts-8-0-vao-thang-top-10-hoa-hau-hoa-binh-viet-nam/c/43879843.epi,Thí sinh có IELTS 8.0 vào thẳng top 10 Hoa hậu Hòa bình Việt Nam,Báo Tiền Phong,2022-10-01T12:22:00+07:00
https://baomoi.com/tphcm-mot-truong-hoc-bi-phat-45-trieu-dong-bat-phai-chuyen-hoc-sinh-sang-truong-khac-vi-sai-pham/c/43879215.epi,"TPHCM: Một trường học bị phạt 45 triệu đồng, bắt phải chuyển học sinh sang trường khác vì sai phạm",Báo Tiền Phong,2022-10-01T10:55:00+07:00
https://baomoi.com/ho-tro-tam-ly-cho-hoc-sinh-hau-covid-19/c/43879933.epi,Hỗ trợ tâm lý cho học sinh hậu Covid-19,Báo Giáo Dục & Thời Đại,2022-10-01T12:26:00+07:00
https://baomoi.com/trao-qua-dong-vien-nu-sinh-nguoi-ruc-dau-tien-dau-dai-hoc/c/43879934.epi,Trao quà động viên nữ sinh người Rục đầu tiên đậu đại học,Báo Giáo Dục & Thời Đại,2022-10-01T12:43:00+07:00
https://baomoi.com/mot-truong-hoc-o-tp-hcm-bi-phat-45-trieu-dong-vi-chong-lenh-so-gd-dt/c/43879937.epi,Một trường học ở TP.HCM bị phạt 45 triệu đồng vì chống 'lệnh' Sở GD-ĐT,Báo VietnamNet,2022-10-01T12:43:00+07:00
https://baomoi.com/trao-giai-cuoc-thi-dai-su-van-hoa-doc-tinh-dong-nai-2022/c/43879915.epi,Trao giải Cuộc thi Đại sứ văn hóa đọc tỉnh Đồng Nai 2022,Báo Đồng Nai,2022-10-01T12:35:00+07:00
https://baomoi.com/co-91-4-thi-sinh-trung-tuyen-dot-1-so-voi-tong-so-dang-ky-xet-tuyen/c/43879831.epi,"Có 91,4% thí sinh trúng tuyển đợt 1 so với tổng số đăng ký xét tuyển",Báo Kinh Tế Đô Thị,2022-10-01T12:22:00+07:00
https://baomoi.com/gan-82-thi-sinh-trung-tuyen-xac-nhan-nhap-hoc-truc-tuyen/c/43879839.epi,Gần 82% thí sinh trúng tuyển xác nhận nhập học trực tuyến,Đài Phát thanh và truyền hình Hà Nội,2022-10-01T12:03:00+07:00
https://baomoi.com/tuyen-sinh-vuot-chi-tieu-mot-truong-tu-thuc-tai-tphcm-bi-xu-45-trieu-dong/c/43879720.epi,"Tuyển sinh vượt chỉ tiêu, một trường tư thục tại TPHCM bị xử 45 triệu đồng",Báo Giáo Dục & Thời Đại,2022-10-01T11:54:00+07:00
https://baomoi.com/hon-463-000-thi-sinh-hoan-thanh-xac-nhan-nhap-hoc-truc-tuyen/c/43879652.epi,Hơn 463.000 thí sinh hoàn thành xác nhận nhập học trực tuyến,Báo Pháp Luật TP.HCM,2022-10-01T11:43:55+07:00
https://baomoi.com/dong-he-thong-xac-nhan-nhap-hoc-ca-nuoc-dat-ti-le-81-7/c/43879674.epi,"Đóng hệ thống xác nhận nhập học, cả nước đạt tỉ lệ 81,7%",Báo An Ninh Thủ Đô,2022-10-01T11:39:35+07:00
https://baomoi.com/moi-nhat-tuyen-sinh-2022-tren-81-thi-sinh-xac-nhan-nhap-hoc/c/43879557.epi,Mới nhất tuyển sinh 2022: Trên 81% thí sinh xác nhận nhập học,Báo Tiền Phong,2022-10-01T11:35:00+07:00
https://baomoi.com/65-truong-dai-hoc-van-xet-tuyen-bo-sung-trong-thang-10/c/43879559.epi,65 trường đại học vẫn xét tuyển bổ sung trong tháng 10,Báo Phụ Nữ Việt Nam,2022-10-01T11:35:00+07:00
https://baomoi.com/ai-se-la-quan-quan-duong-len-dinh-olympia-nam-2022/c/43879486.epi,Ai sẽ là quán quân Đường lên đỉnh Olympia năm 2022 ?,Báo Pháp Luật TP.HCM,2022-10-01T11:25:15+07:00
https://baomoi.com/ty-le-thi-sinh-ao-giam-manh-trong-mua-tuyen-sinh-2022/c/43879477.epi,Tỷ lệ thí sinh ảo giảm mạnh trong mùa tuyển sinh 2022,Báo Tin Tức TTXVN,2022-10-01T11:15:00+07:00
https://baomoi.com/gan-82-thi-sinh-xac-nhan-nhap-hoc-dot-1/c/43879351.epi,Gần 82% thí sinh xác nhận nhập học đợt 1,Báo Sài Gòn Giải Phóng,2022-10-01T11:10:00+07:00
https://baomoi.com/hon-91-thi-sinh-trung-tuyen-vao-cac-dai-hoc-cao-dang/c/43879469.epi,"Hơn 91% thí sinh trúng tuyển vào các đại học, cao đẳng",Báo VTC News,2022-10-01T11:09:40+07:00
https://baomoi.com/ton-vinh-nhung-cong-trinh-y-khoa-giau-gia-tri/c/43879341.epi,Tôn vinh những công trình y khoa giàu giá trị,Tạp chí Tri Thức Trực Tuyến,2022-10-01T11:24:11+07:00
https://baomoi.com/ha-tinh-thuc-day-chuyen-doi-so-sau-dai-dich-covid-19/c/43879294.epi,Hà Tĩnh thúc đẩy chuyển đối số sau đại dịch Covid-19,Báo Giáo Dục & Thời Đại,2022-10-01T11:02:00+07:00
https://baomoi.com/phu-nu-gen-z-bay-xa/c/43879289.epi,Phụ nữ Gen Z 'bay xa',Báo Giáo Dục & Thời Đại,2022-10-01T10:59:00+07:00
https://baomoi.com/hon-463-nghin-thi-sinh-hoan-thanh-xac-nhan-nhap-hoc-truc-tuyen/c/43879285.epi,Hơn 463 nghìn thí sinh hoàn thành xác nhận nhập học trực tuyến,Báo Giáo Dục & Thời Đại,2022-10-01T10:55:00+07:00
https://baomoi.com/doi-sach-doi-nghe-mach-nguon-am-tham-chay-mai/c/43879293.epi,"Đời sách, đời nghề - mạch nguồn âm thầm chảy mãi",Báo Giáo Dục & Thời Đại,2022-10-01T10:53:00+07:00
https://baomoi.com/sach-giao-khoa-moi-lay-nguoi-hoc-lam-trung-tam/c/43879286.epi,Sách giáo khoa mới lấy người học làm trung tâm,Báo Giáo Dục & Thời Đại,2022-10-01T10:51:00+07:00
https://baomoi.com/81-7-thi-sinh-trung-tuyen-xac-nhan-nhap-hoc-truc-tuyen-dot-1/c/43879391.epi,"81,7% thí sinh trúng tuyển xác nhận nhập học trực tuyến đợt 1",Báo Tin Tức TTXVN,2022-10-01T10:51:00+07:00
https://baomoi.com/quang-binh-trao-thuong-dong-vien-nu-sinh-nguoi-ruc-do-dai-hoc/c/43879191.epi,"Quảng Bình trao thưởng, động viên nữ sinh người Rục đỗ đại học",Báo Nhân Dân,2022-10-01T10:49:00+07:00
https://baomoi.com/trao-bang-khen-cua-chu-tich-ubnd-tinh-cho-nam-sinh-dung-cam-cuu-nguoi-tai-thi-xa-nghi-son/c/43879239.epi,Trao Bằng khen của Chủ tịch UBND tỉnh cho nam sinh dũng cảm cứu người tại thị xã Nghi Sơn,Báo Thanh Hóa,2022-10-01T10:48:00+07:00
https://baomoi.com/phat-dong-tuan-le-huong-ung-hoc-tap-suot-doi-nam-2022/c/43879290.epi,Phát động Tuần lễ hưởng ứng học tập suốt đời năm 2022,Báo Giáo Dục & Thời Đại,2022-10-01T10:45:00+07:00
https://baomoi.com/chung-ket-duong-len-dinh-olympia-2022/c/43879130.epi,Chung kết 'Đường lên đỉnh Olympia' 2022,Báo Cần Thơ,2022-10-01T10:30:00+07:00
https://baomoi.com/nhieu-hoc-bong-o-ngay-hoi-du-hoc-phap/c/43878961.epi,Nhiều học bổng ở ngày hội Du học Pháp,Báo Người Lao Động,2022-10-01T10:25:15+07:00
