url,title,publisher,time
https://baomoi.com/bat-ngo-voi-so-tien-hoa-hau-thuy-tien-quyen-gop-tu-thien-mien-trung-hau-on-ao/c/43878524.epi,Bất ngờ với số tiền Hoa hậu Thùy Tiên quyên góp từ thiện miền Trung hậu ồn ào,Tạp chí SaoStar,2022-10-01T09:38:00+07:00
https://baomoi.com/phan-ung-cua-lam-vy-da-khi-bi-dan-em-che-gia-hon-ca-si-khanh-phuong/c/43879595.epi,Phản ứng của Lâm Vỹ Dạ khi bị đàn em chê già hơn ca sĩ Khánh Phương,Báo VTC News,2022-10-01T11:38:43+07:00
https://baomoi.com/quynh-chau-dang-quang-hoa-hau-hoa-binh-viet-nam-2022/c/43879694.epi,Quỳnh Châu đăng quang Hoa hậu Hòa bình Việt Nam 2022?,Tạp chí Tri Thức Trực Tuyến,2022-10-01T12:13:38+07:00
https://baomoi.com/ba-dang-gia-bena-cong-bo-chiec-vuong-mien-danh-cho-tan-hoa-hau-doanh-nhan-chau-a-viet-nam-2022/c/43879912.epi,Bà Đặng Gia Bena công bố chiếc vương miện dành cho tân Hoa hậu Doanh nhân châu Á Việt Nam 2022,Báo Dân Sinh,2022-10-01T11:35:00+07:00
https://baomoi.com/manh-truong-tiet-lo-bi-vo-quan-ly-facebook-ca-nhan-sau-bai-dang-danh-dau-chu-quyen/c/43880028.epi,Mạnh Trường tiết lộ bị vợ quản lý Facebook cá nhân sau bài đăng 'đánh dấu chủ quyền',Tạp chí SaoStar,2022-10-01T13:00:00+07:00
https://baomoi.com/khoi-tai-san-khung-cua-binh-an-va-phuong-nga-khi-ve-chung-mot-nha/c/43880029.epi,Khối tài sản 'khủng' của Bình An và Phương Nga khi 'về chung một nhà',Tạp chí SaoStar,2022-10-01T13:00:00+07:00
https://baomoi.com/trai-nguoc-trieu-lo-tu-cach-dich-le-nhiet-ba-dap-tra-anti-fan-duoc-netizen-khen-het-loi/c/43880030.epi,"Trái ngược Triệu Lộ Tư, cách Địch Lệ Nhiệt Ba đáp trả anti-fan được netizen khen hết lời",Tạp chí SaoStar,2022-10-01T13:00:00+07:00
https://baomoi.com/bella-hadid-de-nguc-tran-mac-dam-phun-son-tren-san-runway/c/43880000.epi,"Bella Hadid để ngực trần, mặc đầm phun sơn trên sàn runway",Tạp chí SaoStar,2022-10-01T12:57:00+07:00
https://baomoi.com/hoang-thuy-linh-hua-hen-gay-bung-no-voi-kieng-ba-chan/c/43879786.epi,Hoàng Thùy Linh hứa hẹn gây bùng nổ với 'Kiềng Ba Chân',PN&CS,2022-10-01T12:15:00+07:00
https://baomoi.com/thuy-tien-cat-luc-thi-pham-thi-sinh-miss-grand-ong-nawat-va-me-nuoi-teresa-tung-hung-tu-hao/c/43879763.epi,"Thùy Tiên cật lực thị phạm thí sinh Miss Grand, ông Nawat và mẹ nuôi Teresa tung hứng tự hào",Tạp chí SaoStar,2022-10-01T12:03:00+07:00
