url,title,publisher,time
https://baomoi.com/nguoi-viet-sap-duoc-mua-o-to-xe-may-gia-re/c/43872661.epi,"Người Việt sắp được mua ô tô, xe máy giá rẻ",Báo Pháp Luật TP.HCM,2022-09-30T15:48:05+07:00
https://baomoi.com/thanh-nien-viet-cat-bia-giay-che-sieu-xe-lamborghini-huracan-nhu-xin/c/43872442.epi,Thanh niên Việt 'cắt bìa giấy' chế siêu xe Lamborghini Huracan như xịn,Báo Kiến Thức,2022-09-30T15:34:00+07:00
https://baomoi.com/nhung-mau-o-to-trung-quoc-nhai-trang-tron-ban-tai-viet-nam/c/43871243.epi,Những mẫu ô tô Trung Quốc nhái trắng trợn bán tại Việt Nam,Báo VietnamNet,2022-09-30T14:00:00+07:00
https://baomoi.com/2-o-to-gianh-cho-do-xe-va-cai-ket-bi-hai/c/43872351.epi,2 ô tô 'giành' chỗ đỗ xe và cái kết bi hài,Báo Infonet,2022-09-30T15:27:00+07:00
https://baomoi.com/bmw-s-1000-rr-phien-ban-moi-ra-mat-trang-bi-them-canh-gio/c/43873181.epi,"BMW S 1000 RR phiên bản mới ra mắt, trang bị thêm cánh gió",Tạp chí Tri Thức Trực Tuyến,2022-09-30T16:41:18+07:00
https://baomoi.com/anh-chi-tiet-lamborghini-urus-s-2023-gia-hon-14-ty-dong-tai-viet-nam/c/43872780.epi,Ảnh chi tiết Lamborghini Urus S 2023 giá hơn 14 tỷ đồng tại Việt Nam,Báo VOV,2022-09-30T15:56:00+07:00
https://baomoi.com/chi-tiet-bmw-x7-2023-facelift-ngoai-hinh-gay-tranh-cai-nhung-van-day-hap-dan/c/43872499.epi,Chi tiết BMW X7 2023 facelift: Ngoại hình gây tranh cãi nhưng vẫn đầy hấp dẫn,Cartimes,2022-09-30T15:30:00+07:00
https://baomoi.com/can-canh-ford-territory-duoc-lap-rap-tai-viet-nam-gia-tu-1-ty-dong/c/43872272.epi,"Cận cảnh Ford Territory được lắp ráp tại Việt Nam, giá từ 1 tỷ đồng",Báo Thế Giới & Việt Nam,2022-09-30T15:17:00+07:00
https://baomoi.com/chiec-porsche-carrera-gt-17-nam-tuoi-co-gia-du-kien-1-4-trieu-usd/c/43872014.epi,"Chiếc Porsche Carrera GT 17 năm tuổi có giá dự kiến 1,4 triệu USD",Tạp chí Tri Thức Trực Tuyến,2022-09-30T15:17:28+07:00
https://baomoi.com/can-canh-day-chuyen-ra-doi-chiec-xe-may-dien-khien-18-000-don-chot-trong-48-gio/c/43871892.epi,Cận cảnh dây chuyền ra đời chiếc xe máy điện khiến 18.000 đơn 'chốt' trong 48 giờ,Báo Tổ Quốc,2022-09-30T14:37:00+07:00
https://baomoi.com/ford-ranger-raptor-2023-sap-ra-mat-tai-malaysia/c/43871586.epi,Ford Ranger Raptor 2023 sắp ra mắt tại Malaysia,Xe Giao Thông,2022-09-30T14:30:00+07:00
https://baomoi.com/phat-sot-voi-mau-o-to-dien-co-gia-chi-tu-247-trieu-dong-ngap-tran-cong-nghe/c/43871320.epi,"'Phát sốt' với mẫu ô tô điện có giá chỉ từ 247 triệu đồng, ngập tràn công nghệ",Tạp chí Doanh Nghiệp Việt Nam,2022-09-30T13:58:00+07:00
https://baomoi.com/sap-het-khan-hang-xe-may/c/43871048.epi,Sắp hết khan hàng xe máy,Tạp chí Tri Thức Trực Tuyến,2022-09-30T13:52:55+07:00
https://baomoi.com/nhung-mau-xe-co-thiet-ke-ky-la-nhat-tung-duoc-san-xuat/c/43870991.epi,Những mẫu xe có thiết kế kỳ lạ nhất từng được sản xuất,Xe Giao Thông,2022-09-30T13:30:00+07:00
https://baomoi.com/10-mau-xe-may-dien-honda-sap-ra-mat-co-ca-xe-se-ve-viet-nam/c/43870833.epi,10 mẫu xe máy điện Honda sắp ra mắt có cả xe sẽ về Việt Nam,Báo Pháp Luật TP.HCM,2022-09-30T13:05:08+07:00
https://baomoi.com/mitsubishi-outlander-hybrid-2023-tai-my-duoc-nhap-khau-tu-nhat-ban/c/43870618.epi,Mitsubishi Outlander Hybrid 2023 tại Mỹ được nhập khẩu từ Nhật Bản,Tạp chí Tri Thức Trực Tuyến,2022-09-30T12:46:49+07:00
https://baomoi.com/kia-ray-chiec-xe-doc-dao-cua-xu-so-kim-chi/c/43870647.epi,Kia Ray – Chiếc xe độc đáo của 'Xứ sở Kim Chi',Cartimes,2022-09-30T12:30:00+07:00
https://baomoi.com/5-chiec-am-nuoc-cho-can-bep-phong-cach-co-dien/c/43870431.epi,5 chiếc ấm nước cho căn bếp phong cách cổ điển,Tạp chí Tri Thức Trực Tuyến,2022-09-30T12:15:33+07:00
https://baomoi.com/chay-xe-dich-vu-nen-mua-xe-so-san-vi-sao/c/43870201.epi,"Chạy xe dịch vụ nên mua xe số sàn, vì sao?",Cartimes,2022-09-30T11:30:00+07:00
https://baomoi.com/piaggio-viet-nam-ra-mat-phien-ban-mau-xanh-bo-green-avocado/c/43870262.epi,Piaggio Việt Nam ra mắt phiên bản màu xanh bơ Green Avocado,Báo Phụ Nữ Việt Nam,2022-09-30T11:30:00+07:00
https://baomoi.com/ly-do-dong-co-diesel-luon-di-cung-bo-tang-ap/c/43870079.epi,Lý do động cơ diesel luôn đi cùng bộ tăng áp,Báo Quảng Ninh,2022-09-30T11:25:10+07:00
https://baomoi.com/5-loai-nuoc-xit-phu-gom-gia-re-huu-ich-cho-o-to/c/43869738.epi,"5 loại nước xịt phủ gốm giá rẻ, hữu ích cho ô tô",Báo Pháp Luật TP.HCM,2022-09-30T10:59:54+07:00
https://baomoi.com/aston-martin-dbx-hon-16-7-ty-dong-cua-dai-gia-my-pham-ha-noi/c/43869656.epi,"Aston Martin DBX hơn 16,7 tỷ đồng của đại gia mỹ phẩm Hà Nội",Báo Kiến Thức,2022-09-30T10:54:00+07:00
https://baomoi.com/ford-viet-nam-se-ra-mat-suv-territory-the-he-moi-vao-ngay-10-10-toi/c/43869233.epi,Ford Việt Nam sẽ ra mắt SUV Territory Thế Hệ Mới vào ngày 10/10 tới,Bnews,2022-09-30T10:20:00+07:00
https://baomoi.com/bo-dong-co-v8-mercedes-amg-c-63-s-2023-co-gi-de-dau-bmw-m3/c/43869062.epi,"Bỏ động cơ V8, Mercedes-AMG C 63 S 2023 có gì để đấu BMW M3?",Tạp chí Tri Thức Trực Tuyến,2022-09-30T10:22:59+07:00
https://baomoi.com/mitsubishi-outlander-phev-2023-chay-61km-khong-mat-1-giot-xang/c/43868914.epi,Mitsubishi Outlander PHEV 2023 chạy 61km không mất 1 giọt xăng,Báo Kiến Thức,2022-09-30T09:51:00+07:00
https://baomoi.com/jeep-wrangler-willys-4xe-2023-bien-the-dac-biet-cua-dong-xe-plug-in-hybrid-ban-chay-nhat-tai-my/c/43868260.epi,Jeep Wrangler Willys 4xe 2023: Biến thể đặc biệt của dòng xe plug-in hybrid bán chạy nhất tại Mỹ,Cartimes,2022-09-30T09:00:00+07:00
https://baomoi.com/honda-cr-v-2023-tu-616-trieu-dong-tai-trung-quoc-sap-ve-viet-nam/c/43868097.epi,"Honda CR-V 2023 từ 616 triệu đồng tại Trung Quốc, sắp về Việt Nam",Báo Kiến Thức,2022-09-30T08:49:00+07:00
https://baomoi.com/mazda-cx-5-run-ban-bat-vi-tuyet-tac-suv-cua-toyota-ra-mat-phien-ban-moi-voi-gia-chi-515-trieu-dong/c/43868300.epi,Mazda CX-5 'run bần bật' vì tuyệt tác SUV của Toyota ra mắt phiên bản mới với giá chỉ 515 triệu đồng,Báo Quảng Ninh,2022-09-30T08:48:29+07:00
